Eff Date,Course ID,Offer Nbr,Primary Component,Enrol Component,Final Exam,Sect Size,Contact,S+Templates Reqd,Component
01/01/2017,105895,1,LEC,,Y,25,1,2,LEC
01/01/2017,105896,1,LEC,,N,20,1,1,PRA
01/01/2017,105896,1,LEC,,N,20,1,1,TUT
01/01/2017,105896,1,LEC,,Y,20,1,2,LEC
01/01/2017,105897,1,LEC,,N,20,1,1,PRA
01/01/2017,105897,1,LEC,,N,20,2,1,LAB
01/01/2017,105897,1,LEC,,Y,20,1,3,LEC
01/01/2017,105899,1,LEC,,N,20,1,1,PRA
01/01/2017,105899,1,LEC,,N,20,1,1,TUT
01/01/2017,105899,1,LEC,,Y,20,1,1,LEC
01/01/2017,105900,1,LEC,,Y,20,2,2,LEC
01/01/2017,105901,1,LEC,,N,10,1,1,TUT
01/01/2017,105901,1,LEC,,Y,10,1,2,LEC
01/01/2017,105902,1,LEC,,N,25,1.5,1,WRK
01/01/2017,105902,1,LEC,,N,25,2,1,LAB
01/01/2017,105902,1,LEC,,Y,25,1,3,LEC
01/01/2017,105903,1,LEC,,N,30,3,1,PRA
01/01/2017,105903,1,LEC,,Y,30,1,3,LEC
01/01/2017,105905,1,LEC,,N,20,4,3,PRA
01/01/2017,105905,1,LEC,,Y,20,1,1,LEC
01/01/2017,105907,1,LEC,,Y,20,8,3,LEC
01/01/2017,105908,1,LEC,,N,20,1,1,LEC
01/01/2017,105908,1,LEC,,N,20,2,1,TUT
01/01/2017,105909,1,LEC,,N,20,1,1,LEC
01/01/2017,105909,1,LEC,,N,20,2,1,TUT
01/01/2017,105910,1,LEC,,N,25,2,2,LEC
01/01/2017,105910,1,LEC,,N,25,3,1,PRA
01/01/2017,105913,1,SEM,IND,N,45,3,3,SEM
01/01/2017,105913,1,SEM,IND,N,120,0,1,IND
01/01/2017,105914,1,IND,IND,N,120,0,1,IND
01/01/2017,105915,1,SEM,IND,N,150,0,1,IND
01/01/2017,105915,1,SEM,IND,N,150,1,3,SEM
01/01/2017,105916,1,LEC,,Y,40,2,2,LEC
01/01/2017,105917,1,LEC,,Y,10,2,2,LEC
01/01/2017,105918,1,LEC,,Y,10,1,3,LEC
01/01/2017,105919,1,LEC,,Y,25,1,3,LEC
01/01/2017,105920,1,PJT,,N,10,0,1,PJT
01/01/2017,105921,1,PJT,,N,10,0,1,PJT
01/01/2017,105922,1,PJT,,Y,10,1,1,PJT
01/01/2017,105923,1,PJT,,Y,10,1,1,PJT
01/01/2017,105924,1,LEC,,N,30,1,1,SGD
01/01/2017,105924,1,LEC,,N,40,1,1,PRA
01/01/2017,105924,1,LEC,,Y,80,1,3,LEC
01/01/2017,105925,1,PJT,,Y,10,1,1,PJT
01/01/2017,105926,1,PJT,,Y,10,1,1,PJT
01/01/2017,105929,1,LEC,,Y,30,1,3,LEC
01/01/2017,105930,1,LEC,,Y,10,1,3,LEC
01/01/2017,105931,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105931,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105932,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105932,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105933,1,TUT,LEC,N,25,2,1,LEC
01/01/2017,105933,1,TUT,LEC,N,25,2,1,TUT
01/01/2017,105934,1,TUT,LEC,N,25,2,1,LEC
01/01/2017,105934,1,TUT,LEC,N,25,2,1,TUT
01/01/2017,105937,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105937,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105938,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105938,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105939,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105939,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105940,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105940,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105941,1,TUT,LEC,N,20,2,1,LEC
01/01/2017,105941,1,TUT,LEC,N,20,2,1,TUT
01/01/2017,105942,1,TUT,LEC,N,20,2,1,LEC
01/01/2017,105942,1,TUT,LEC,N,20,2,1,TUT
01/01/2017,105943,1,TUT,LEC,N,5,2,2,LEC
01/01/2017,105943,1,TUT,LEC,N,15,2,1,TUT
01/01/2017,105944,1,TUT,LEC,N,5,2,2,LEC
01/01/2017,105944,1,TUT,LEC,N,15,2,1,TUT
01/01/2017,105945,1,TUT,LEC,N,5,2,1,LEC
01/01/2017,105945,1,TUT,LEC,N,5,2,1,TUT
01/01/2017,105946,1,TUT,LEC,N,5,2,1,LEC
01/01/2017,105946,1,TUT,LEC,N,5,2,1,TUT
01/01/2017,105947,1,TUT,LEC,N,5,2,1,LEC
01/01/2017,105947,1,TUT,LEC,N,5,2,1,TUT
01/01/2017,105948,1,TUT,LEC,N,5,2,1,LEC
01/01/2017,105948,1,TUT,LEC,N,5,2,1,TUT
01/01/2017,105949,1,TUT,LEC,N,5,2,1,LEC
01/01/2017,105949,1,TUT,LEC,N,5,2,1,TUT
01/01/2017,105950,1,TUT,LEC,N,5,2,1,LEC
01/01/2017,105950,1,TUT,LEC,N,5,2,1,TUT
01/01/2017,105951,1,TUT,LEC,N,5,2,1,LEC
01/01/2017,105951,1,TUT,LEC,N,5,2,1,TUT
01/01/2017,105952,1,TUT,LEC,N,5,2,1,LEC
01/01/2017,105952,1,TUT,LEC,N,5,2,1,TUT
01/01/2017,105955,1,TUT,LEC,N,15,2,1,LEC
01/01/2017,105955,1,TUT,LEC,N,15,2,1,TUT
01/01/2017,105956,1,TUT,LEC,N,5,2,1,LEC
01/01/2017,105956,1,TUT,LEC,N,5,2,1,TUT
01/01/2017,105959,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105959,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105960,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105960,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105961,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105961,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105962,1,TUT,LEC,N,10,2,1,LEC
01/01/2017,105962,1,TUT,LEC,N,10,2,1,TUT
01/01/2017,105963,1,LEC,,N,30,1,1,TUT
01/01/2017,105963,1,LEC,,N,30,3,1,COM
01/01/2017,105963,1,LEC,,Y,30,1,2,LEC
01/01/2017,105964,1,LEC,,Y,25,2,2,LEC
01/01/2017,105965,1,LEC,,N,125,2,1,WRK
01/01/2017,105965,1,LEC,,Y,125,1,1,LEC
01/01/2017,105966,1,LEC,,N,30,1,1,TUT
01/01/2017,105966,1,LEC,,N,30,3,2,COM
01/01/2017,105966,1,LEC,,Y,30,1,3,LEC
01/01/2017,105968,1,LEC,,N,16,3,1,PRA
01/01/2017,105968,1,LEC,,Y,60,2,2,LEC
01/01/2017,105969,1,LEC,,Y,120,2,3,LEC
01/01/2017,105971,1,LEC,,N,20,2,1,COM
01/01/2017,105971,1,LEC,,N,20,2,1,TUT
01/01/2017,105971,1,LEC,,Y,20,2,1,LEC
01/01/2017,105972,1,LEC,,N,20,3,1,PRA
01/01/2017,105972,1,LEC,,N,80,2,3,LEC
01/01/2017,105973,1,LEC,,Y,40,2,2,LEC
01/01/2017,105974,1,LEC,,N,70,1,1,TUT
01/01/2017,105974,1,LEC,,N,70,2,1,LEC
01/01/2017,105975,1,LEC,,N,30,1,1,TUT
01/01/2017,105975,1,LEC,,Y,30,1,3,LEC
01/01/2017,105978,1,LEC,,N,10,3,1,PRA
01/01/2017,105978,1,LEC,,N,30,2,3,LEC
01/01/2017,105979,1,LEC,,N,5,1,1,TUT
01/01/2017,105979,1,LEC,,Y,20,1,4,LEC
01/01/2017,105980,1,LEC,,Y,20,2,2,LEC
01/01/2017,105981,1,LEC,,N,30,2,3,LEC
01/01/2017,105982,1,LEC,,N,20,2,1,LEC
01/01/2017,105982,1,LEC,,N,20,3,1,PJT
01/01/2017,105983,1,LEC,,N,10,1,1,LEC
01/01/2017,105983,1,LEC,,N,10,3,1,PJT
01/01/2017,105984,1,LEC,,N,20,1,1,LEC
01/01/2017,105984,1,LEC,,N,20,3,1,PJT
01/01/2017,105985,1,LEC,,N,20,2,1,LEC
01/01/2017,105985,1,LEC,,N,20,3,1,PJT
01/01/2017,105986,1,SEM,,Y,50,3,1,SEM
01/01/2017,105987,1,LEC,,N,20,2,1,LEC
01/01/2017,105987,1,LEC,,N,20,3,1,PJT
01/01/2017,105988,1,LEC,,N,50,1,1,LEC
01/01/2017,105988,1,LEC,,N,50,3,1,PJT
01/01/2017,105994,1,LEC,,N,10,2,1,TUT
01/01/2017,105994,1,LEC,,Y,10,1,2,LEC
01/01/2017,105995,1,LEC,,N,10,2,1,TUT
01/01/2017,105995,1,LEC,,Y,10,2,1,LEC
01/01/2017,105996,1,LEC,,N,20,2,1,TUT
01/01/2017,105996,1,LEC,,Y,20,2,1,LEC
01/01/2017,105998,1,LEC,,N,10,2,1,TUT
01/01/2017,105998,1,LEC,,N,10,3,1,PRA
01/01/2017,105998,1,LEC,,Y,10,1,2,LEC
01/01/2017,105999,1,LEC,,Y,10,2,2,LEC
01/01/2017,106000,1,LEC,,N,10,2,1,PRA
01/01/2017,106000,1,LEC,,N,10,2,1,TUT
01/01/2017,106000,1,LEC,,Y,10,2,1,LEC
01/01/2017,106001,1,WRK,WRK,N,30,8,2,WRK
01/01/2017,106002,1,WRK,WRK,N,30,8,2,WRK
01/01/2017,106003,1,LEC,,Y,15,2,2,LEC
01/01/2017,106005,1,LEC,TUT,N,22,1,1,TUT
01/01/2017,106005,1,LEC,TUT,Y,150,2,1,LEC
01/01/2017,106005,2,LEC,,N,22,1,1,TUT
01/01/2017,106005,2,LEC,,Y,150,2,1,LEC
01/01/2017,106006,1,SEM,,Y,20,6.5,3,SEM
01/01/2017,106006,2,SEM,,Y,20,6.5,3,SEM
01/01/2017,106008,1,SEM,SEM,Y,50,3,1,SEM
01/01/2017,106010,1,LEC,LAB,N,8,1,5,TUT
01/01/2017,106010,1,LEC,LAB,N,40,3,4,CLN
01/01/2017,106010,1,LEC,LAB,N,40,3,6,LAB
01/01/2017,106010,1,LEC,LAB,Y,80,2,20,LEC
01/01/2017,106011,1,LEC,,N,45,2,1,LEC
01/01/2017,106012,1,LEC,LAB,N,8,1,5,TUT
01/01/2017,106012,1,LEC,LAB,N,40,3,4,CLN
01/01/2017,106012,1,LEC,LAB,N,40,3,6,LAB
01/01/2017,106012,1,LEC,LAB,Y,80,2,20,LEC
01/01/2017,106013,1,LEC,SEM,Y,30,1,2,SEM
01/01/2017,106013,1,LEC,SEM,Y,120,2,2,LEC
01/01/2017,106014,1,LEC,SEM,Y,30,2,1,SEM
01/01/2017,106014,1,LEC,SEM,Y,120,1,1,LEC
01/01/2017,106015,1,LEC,SEM,Y,30,2,1,SEM
01/01/2017,106015,1,LEC,SEM,Y,120,1,1,LEC
01/01/2017,106016,1,SEM,,N,25,2,1,SEM
01/01/2017,106017,1,SEM,,N,25,2,1,SEM
01/01/2017,106018,1,SEM,,N,20,2,5,SEM
01/01/2017,106019,1,LEC,LEC,N,120,3,1,LEC
01/01/2017,106020,1,LEC,LEC,N,45,2,1,LEC
01/01/2017,106022,1,LEC,,Y,45,2,1,LEC
01/01/2017,106028,1,LEC,LEC,N,20,1,2,TUT
01/01/2017,106028,1,LEC,LEC,Y,250,1,2,LEC
01/01/2017,106029,1,IND,IND,N,25,0,1,IND
01/01/2017,106030,1,IND,IND,N,25,0,1,IND
01/01/2017,106031,1,LEC,LEC,N,20,1,1,TUT
01/01/2017,106031,1,LEC,LEC,Y,240,1,2,LEC
01/01/2017,106032,1,IND,IND,N,25,0,1,IND
01/01/2017,106033,1,IND,IND,N,25,0,1,IND
01/01/2017,106034,1,IND,IND,N,25,0,1,IND
01/01/2017,106035,1,IND,IND,N,25,0,1,IND
01/01/2017,106036,1,LEC,LEC,N,160,1,5,LEC
01/01/2017,106037,1,LEC,LEC,N,160,1,5,LEC
01/01/2017,106038,1,LEC,LEC,N,60,1,4,TUT
01/01/2017,106038,1,LEC,LEC,N,60,3,2,RES
01/01/2017,106038,1,LEC,LEC,Y,120,1,2,LEC
01/01/2017,106039,1,WRK,WRK,N,50,8,3,CLN
01/01/2017,106039,1,WRK,WRK,Y,50,8,5,WRK
01/01/2017,106040,1,LEC,LEC,Y,50,4,1,LEC
01/01/2017,106041,1,WRK,WRK,Y,25,3,2,WRK
01/01/2017,106042,1,LEC,LEC,Y,25,3,1,LEC
01/01/2017,106044,1,IND,IND,N,20,0,1,IND
01/01/2017,106045,1,LEC,,N,20,1,1,TUT
01/01/2017,106045,1,LEC,,N,275,1,2,LEC
01/01/2017,106046,1,IND,IND,Y,20,0,1,IND
01/01/2017,106047,1,IND,IND,N,20,0,1,IND
01/01/2017,106048,1,WRK,WRK,N,50,0,1,WRK
01/01/2017,106049,1,LEC,LEC,N,20,2,1,LEC
01/01/2017,106050,1,LEC,,N,20,3,1,LEC
01/01/2017,106051,1,IND,IND,N,20,0,1,IND
01/01/2017,106052,1,WRK,WRK,Y,30,4,2,WRK
01/01/2017,106053,1,WRK,WRK,N,50,8,7,CLN
01/01/2017,106053,1,WRK,WRK,Y,50,8,5,WRK
01/01/2017,106055,1,WRK,WRK,Y,25,3,2,WRK
01/01/2017,106056,1,LEC,,N,30,4,1,LEC
01/01/2017,106057,1,LEC,,N,20,1,1,LEC
01/01/2017,106059,1,SEM,IND,N,20,0,1,IND
01/01/2017,106059,1,SEM,IND,N,20,2,3,SEM
01/01/2017,106060,1,LEC,,Y,25,3,2,LEC
01/01/2017,106063,1,LEC,,N,100,1,1,LEC
01/01/2017,106064,1,LEC,,N,15,1,1,LEC
01/01/2017,106065,1,LEC,TUT,N,20,1,2,TUT
01/01/2017,106065,1,LEC,TUT,Y,20,2,2,LEC
01/01/2017,106066,1,LEC,,N,20,1,1,LEC
01/01/2017,106067,1,LEC,,N,100,1,1,LEC
01/01/2017,106068,1,LEC,LEC,Y,10,2,3,LEC
01/01/2017,106069,1,SEM,,N,25,7,5,SEM
01/01/2017,106070,1,IND,IND,N,20,0,1,IND
01/01/2017,106071,1,IND,IND,N,20,0,1,IND
01/01/2017,106072,1,IND,IND,N,20,0,1,IND
01/01/2017,106073,1,LEC,,N,5,4,1,PRA
01/01/2017,106073,1,LEC,,N,5,4,1,TUT
01/01/2017,106073,1,LEC,,Y,5,2,1,LEC
01/01/2017,106074,1,IND,IND,N,25,80,1,IND
01/01/2017,106075,1,LEC,,N,35,1,1,LEC
01/01/2017,106076,1,LEC,,Y,30,4,2,LEC
01/01/2017,106077,1,LEC,LEC,N,20,5,3,CLN
01/01/2017,106077,1,LEC,LEC,Y,30,4,4,LEC
01/01/2017,106080,1,WRK,WRK,N,30,8,3,WRK
01/01/2017,106081,1,WRK,WRK,N,30,8,3,WRK
01/01/2017,106082,1,IND,IND,N,20,0,1,IND
01/01/2017,106083,1,LEC,LEC,N,20,3,5,PRA
01/01/2017,106083,1,LEC,LEC,Y,60,1,6,LEC
01/01/2017,106084,1,LEC,LEC,N,30,2,1,LEC
01/01/2017,106085,1,LEC,,N,35,3,1,PRA
01/01/2017,106085,1,LEC,,N,70,1,2,TUT
01/01/2017,106085,1,LEC,,Y,70,1,3,LEC
01/01/2017,106086,1,WRK,WRK,N,20,8,3,WRK
01/01/2017,106088,1,LEC,,N,70,4,6,PRA
01/01/2017,106088,1,LEC,,Y,70,1,3,LEC
01/01/2017,106089,1,LEC,,N,30,2,1,LEC
01/01/2017,106090,1,WRK,,N,30,7,1,WRK
01/01/2017,106091,1,PRA,,N,70,1,1,TUT
01/01/2017,106091,1,PRA,,N,70,6,1,PRA
01/01/2017,106092,1,LEC,LEC,N,20,3,1,LEC
01/01/2017,106093,1,LEC,LEC,N,20,3,1,LEC
01/01/2017,106094,1,IND,IND,N,20,0,1,IND
01/01/2017,106097,1,PJT,,N,10,0,1,PJT
01/01/2017,106100,1,LEC,,N,50,2,1,PRA
01/01/2017,106100,1,LEC,,N,50,2,1,SGD
01/01/2017,106100,1,LEC,,Y,100,2,1,LEC
01/01/2017,106101,1,LEC,,N,48,4,1,PRA
01/01/2017,106101,1,LEC,,Y,48,1,2,LEC
01/01/2017,106104,1,LEC,LEC,N,40,1,2,TUT
01/01/2017,106104,1,LEC,LEC,Y,40,1,2,LEC
01/01/2017,106105,1,LEC,LEC,N,40,1,2,TUT
01/01/2017,106105,1,LEC,LEC,N,40,3,1,PBL
01/01/2017,106105,1,LEC,LEC,Y,40,1,2,LEC
01/01/2017,106106,1,LEC,LEC,N,40,1,2,TUT
01/01/2017,106106,1,LEC,LEC,N,40,3,1,PBL
01/01/2017,106106,1,LEC,LEC,Y,40,1,3,LEC
01/01/2017,106107,1,LEC,LEC,N,40,2,1,TUT
01/01/2017,106107,1,LEC,LEC,Y,40,1,2,LEC
01/01/2017,106108,1,PRA,PRA,Y,40,8,4,PRA
01/01/2017,106109,1,LEC,,N,24,4,1,PRA
01/01/2017,106109,1,LEC,,Y,24,2,1,LEC
01/01/2017,106110,1,LEC,,N,40,1,1,TUT
01/01/2017,106110,1,LEC,,N,40,3,2,PRA
01/01/2017,106110,1,LEC,,Y,40,3,1,LEC
01/01/2017,106111,1,LEC,,N,70,3,2,PRA
01/01/2017,106111,1,LEC,,Y,70,3,4,LEC
01/01/2017,106113,1,LEC,,N,70,1,1,TUT
01/01/2017,106113,1,LEC,,N,70,1,3,LEC
01/01/2017,106113,1,LEC,,N,70,4,3,PRA
01/01/2017,106116,1,PRA,PRA,Y,40,8,4,PRA
01/01/2017,106117,1,SEM,,Y,30,0,1,IND
01/01/2017,106117,1,SEM,,Y,50,1,3,SEM
01/01/2017,106118,1,LEC,,N,30,2,1,TUT
01/01/2017,106118,1,LEC,,Y,30,1,2,LEC
01/01/2017,106120,1,PRA,PRA,Y,30,8,4,PRA
01/01/2017,106121,1,PRA,PRA,Y,30,8,4,PRA
01/01/2017,106122,1,LEC,LEC,N,30,2,3,TUT
01/01/2017,106122,1,LEC,LEC,N,30,3,3,PBL
01/01/2017,106122,1,LEC,LEC,Y,30,1,3,LEC
01/01/2017,106126,1,LEC,,N,30,5,3,CLN
01/01/2017,106126,1,LEC,,Y,25,2,4,LEC
01/01/2017,106127,1,LEC,,N,25,2,2,LEC
01/01/2017,106128,1,LEC,,N,24,4,1,PRA
01/01/2017,106128,1,LEC,,Y,24,2,1,LEC
01/01/2017,106133,1,LEC,,N,40,1,1,TUT
01/01/2017,106133,1,LEC,,N,40,5,2,PBL
01/01/2017,106133,1,LEC,,N,40,5,2,PRA
01/01/2017,106133,1,LEC,,Y,40,1,3,LEC
01/01/2017,106134,1,LEC,,N,40,1,1,TUT
01/01/2017,106134,1,LEC,,N,40,5,2,PBL
01/01/2017,106134,1,LEC,,N,40,5,2,PRA
01/01/2017,106134,1,LEC,,Y,25,1,3,LEC
01/01/2017,106136,1,LEC,TUT,N,20,1,1,TUT
01/01/2017,106136,1,LEC,TUT,Y,20,2,1,LEC
01/01/2017,106137,1,SUP,,Y,10,2,1,SUP
01/01/2017,106138,1,SUP,,Y,10,2,1,SUP
01/01/2017,106139,1,SUP,,Y,10,1,1,SUP
01/01/2017,106140,1,SUP,,Y,10,1,1,SUP
01/01/2017,106141,1,SUP,,Y,10,3,1,SUP
01/01/2017,106142,1,SUP,,Y,10,3,1,SUP
01/01/2017,106143,1,FLD,,N,20,0,1,FLD
01/01/2017,106144,1,THE,,N,20,0,1,THE
01/01/2017,106145,1,LEC,,N,15,1,1,TUT
01/01/2017,106145,1,LEC,,N,80,1,2,LEC
01/01/2017,106145,1,LEC,,N,80,2,2,WRK
01/01/2017,106146,1,LEC,,N,15,1,1,TUT
01/01/2017,106146,1,LEC,,N,70,1,2,LEC
01/01/2017,106146,1,LEC,,N,90,2,2,WRK
01/01/2017,106148,1,SEM,,Y,35,7.5,2,SEM
01/01/2017,106148,2,SEM,,Y,35,7.5,2,SEM
01/01/2017,106148,3,SEM,,Y,35,7.5,2,SEM
01/01/2017,106150,1,SEM,SEM,Y,35,3,1,SEM
01/01/2017,106151,1,UNS,,N,0,0,1,UNS
01/01/2017,106151,1,UNS,,N,30,1,1,SEM
01/01/2017,106153,1,SEM,SEM,Y,25,7,1,SEM
01/01/2017,106153,2,SEM,,Y,25,7,1,SEM
01/01/2017,106153,3,SEM,,Y,25,7,1,SEM
01/01/2017,106156,1,PJT,PJT,Y,20,6.5,2,PJT
01/01/2017,106160,1,WRK,,N,350,1,2,LEC
01/01/2017,106160,1,WRK,,N,350,2,1,SGD
01/01/2017,106160,1,WRK,,N,350,2,1,WRK
01/01/2017,106161,1,SEM,SEM,Y,25,7.5,1,SEM
01/01/2017,106161,2,SEM,,Y,25,7.5,1,SEM
01/01/2017,106161,3,SEM,,Y,25,7.5,1,SEM
01/01/2017,106162,1,WRK,,N,15,3,10,WRK
01/01/2017,106163,1,LEC,,N,24,1,1,TUT
01/01/2017,106163,1,LEC,,N,24,5,1,PRA
01/01/2017,106163,1,LEC,,Y,5,2,1,LEC
01/01/2017,106164,1,LEC,,N,65,1,1,TUT
01/01/2017,106164,1,LEC,,N,65,2,1,PRA
01/01/2017,106164,1,LEC,,Y,65,2,1,LEC
01/01/2017,106169,1,PJT,,N,10,0,1,PJT
01/01/2017,106170,1,PJT,,N,10,0,1,PJT
01/01/2017,106171,1,PJT,,N,10,0,1,PJT
01/01/2017,106172,1,LEC,,N,40,4,1,PRA
01/01/2017,106172,1,LEC,,N,40,4,1,TUT
01/01/2017,106172,1,LEC,,Y,40,2,1,LEC
01/01/2017,106173,1,SEM,,Y,35,6.5,2,SEM
01/01/2017,106173,2,SEM,,Y,35,6.5,2,SEM
01/01/2017,106174,1,WRK,,Y,5,2,1,WRK
01/01/2017,106175,1,THE,,N,100,0,1,THE
01/01/2017,106177,1,PJT,,N,1,1,1,PJT
01/01/2017,106178,1,LEC,,N,20,1,1,TUT
01/01/2017,106178,1,LEC,,N,20,3,1,PRA
01/01/2017,106178,1,LEC,,Y,20,1,4,LEC
01/01/2017,106180,1,LEC,LEC,Y,170,3,2,LEC
01/01/2017,106181,1,LEC,LEC,Y,170,3,2,LEC
01/01/2017,106182,1,CLN,CLN,Y,170,0,1,CLN
01/01/2017,106183,1,CLN,CLN,Y,170,0,1,CLN
01/01/2017,106184,1,PRA,PRA,N,35,3,10,TUT
01/01/2017,106184,1,PRA,PRA,N,170,2,5,LEC
01/01/2017,106184,1,PRA,PRA,N,170,2,5,SEM
01/01/2017,106184,1,PRA,PRA,Y,170,2,3,PRA
01/01/2017,106185,1,PRA,PRA,N,35,3,15,TUT
01/01/2017,106185,1,PRA,PRA,N,170,3,5,LEC
01/01/2017,106185,1,PRA,PRA,N,170,3,5,SEM
01/01/2017,106185,1,PRA,PRA,Y,170,2,3,PRA
01/01/2017,106186,1,CLN,CLN,N,170,1,3,LEC
01/01/2017,106186,1,CLN,CLN,N,170,1,3,SEM
01/01/2017,106186,1,CLN,CLN,N,170,3,4,TUT
01/01/2017,106186,1,CLN,CLN,Y,170,3,3,CLN
01/01/2017,106187,1,CLN,CLN,N,170,1,3,LEC
01/01/2017,106187,1,CLN,CLN,N,170,1,3,SEM
01/01/2017,106187,1,CLN,CLN,N,170,3,4,TUT
01/01/2017,106187,1,CLN,CLN,Y,170,3,3,CLN
01/01/2017,106188,1,LEC,CLN,N,30,3,20,SEM
01/01/2017,106188,1,LEC,CLN,Y,30,3,20,LEC
01/01/2017,106188,1,LEC,CLN,Y,170,8,1,CLN
01/01/2017,106189,1,LEC,CLN,N,30,3,20,SEM
01/01/2017,106189,1,LEC,CLN,Y,30,3,20,LEC
01/01/2017,106189,1,LEC,CLN,Y,170,8,1,CLN
01/01/2017,106190,1,CLN,CLN,N,30,2,5,PRA
01/01/2017,106190,1,CLN,CLN,N,30,3,5,TUT
01/01/2017,106190,1,CLN,CLN,Y,100,4,4,CLN
01/01/2017,106191,1,CLN,CLN,N,30,2,5,PRA
01/01/2017,106191,1,CLN,CLN,N,30,3,5,TUT
01/01/2017,106191,1,CLN,CLN,Y,100,3,4,CLN
01/01/2017,106192,1,CLN,CLN,Y,180,3,2,CLN
01/01/2017,106192,2,CLN,,Y,180,3,2,CLN
01/01/2017,106193,1,CLN,CLN,Y,180,3,2,CLN
01/01/2017,106193,2,CLN,,Y,180,3,2,CLN
01/01/2017,106194,1,CLN,CLN,Y,180,2,2,CLN
01/01/2017,106194,2,CLN,,Y,180,2,2,CLN
01/01/2017,106195,1,CLN,CLN,Y,180,2,2,CLN
01/01/2017,106195,2,CLN,,Y,180,2,2,CLN
01/01/2017,106196,1,LEC,,N,50,3,3,LEC
01/01/2017,106197,1,LEC,,N,50,2,3,LEC
01/01/2017,106198,1,LEC,,N,50,2,3,LEC
01/01/2017,106199,1,LEC,,N,50,3,3,LEC
01/01/2017,106200,1,LEC,,N,50,3,4,LEC
01/01/2017,106201,1,LEC,,N,50,3,3,LEC
01/01/2017,106203,1,LEC,,N,50,2,4,LEC
01/01/2017,106204,1,SUP,SUP,N,20,1,1,SUP
01/01/2017,106205,1,CLN,,N,5,3,2,LAB
01/01/2017,106205,1,CLN,,N,5,3,6,CLN
01/01/2017,106205,1,CLN,,Y,5,3,10,CMG
01/01/2017,106208,1,THE,,N,100,0,1,THE
01/01/2017,106209,1,CLN,,N,5,3,2,LAB
01/01/2017,106209,1,CLN,,N,5,3,10,CMG
01/01/2017,106209,1,CLN,,Y,5,3,6,CLN
01/01/2017,106210,1,LEC,,N,50,1,1,TUT
01/01/2017,106210,1,LEC,,N,50,2,1,LEC
01/01/2017,106210,2,LEC,,N,50,1,1,TUT
01/01/2017,106210,2,LEC,,N,50,2,1,LEC
01/01/2017,106210,3,LEC,,N,50,1,1,TUT
01/01/2017,106210,3,LEC,,N,50,2,1,LEC
01/01/2017,106211,1,LEC,,N,50,1,1,TUT
01/01/2017,106211,1,LEC,,N,50,2,1,LEC
01/01/2017,106211,2,LEC,,N,50,1,1,TUT
01/01/2017,106211,2,LEC,,N,50,2,1,LEC
01/01/2017,106212,1,SEM,,N,50,1,1,TUT
01/01/2017,106212,1,SEM,,N,50,2,1,SEM
01/01/2017,106212,2,SEM,,N,50,1,1,TUT
01/01/2017,106212,2,SEM,,N,50,2,1,SEM
01/01/2017,106213,1,LEC,,N,25,1,1,TUT
01/01/2017,106213,1,LEC,,N,50,2,1,LEC
01/01/2017,106213,2,LEC,,N,25,1,1,TUT
01/01/2017,106213,2,LEC,,N,50,2,1,LEC
01/01/2017,106215,1,THE,,N,100,0,1,THE
01/01/2017,106216,1,LEC,,N,10,1,1,TUT
01/01/2017,106216,1,LEC,,N,10,2,1,LEC
01/01/2017,106216,1,LEC,,N,10,2,1,PRA
01/01/2017,106217,1,LEC,,N,30,2,1,TUT
01/01/2017,106217,1,LEC,,Y,30,2,1,LEC
01/01/2017,106218,1,LEC,,N,40,2,1,TUT
01/01/2017,106218,1,LEC,,Y,40,2,1,LEC
01/01/2017,106220,1,DST,,Y,50,0,1,DST
01/01/2017,106221,1,DST,,Y,50,0,1,DST
01/01/2017,106222,1,DST,,Y,50,0,1,DST
01/01/2017,106223,1,LEC,,N,120,2,2,LEC
01/01/2017,106223,1,LEC,,Y,30,2,1,SEM
01/01/2017,106226,1,LEC,,N,20,2,1,LEC
01/01/2017,106227,1,LEC,,N,20,2,1,LEC
01/01/2017,106228,1,THE,,N,100,0,1,THE
01/01/2017,106229,1,SEM,,Y,50,6.5,2,SEM
01/01/2017,106231,1,SEM,,N,15,3,1,SEM
01/01/2017,106232,1,SEM,,N,15,3,1,SEM
01/01/2017,106234,1,LEC,,N,20,1,1,LEC
01/01/2017,106235,1,WRK,,N,20,2,1,WRK
