Eff Date,Course ID,Offer Nbr,Primary Component,Enrol Component,Final Exam,Sect Size,Contact,S+Templates Reqd,Component
01/01/2017,103781,1,LEC,LEC,N,50,2,2,TUT
01/01/2017,103781,1,LEC,LEC,Y,50,2,2,LEC
01/01/2017,103781,2,LEC,,N,50,2,2,TUT
01/01/2017,103781,2,LEC,,Y,50,2,2,LEC
01/01/2017,103782,1,LEC,LEC,Y,50,2,3,LEC
01/01/2017,103782,2,LEC,,Y,50,2,3,LEC
01/01/2017,103783,1,SUP,SUP,N,0,0,1,SUP
01/01/2017,103799,1,LEC,,N,15,1,1,TUT
01/01/2017,103799,1,LEC,,Y,25,1,3,LEC
01/01/2017,103800,1,LEC,,N,10,1,1,TUT
01/01/2017,103800,1,LEC,,Y,10,1,3,LEC
01/01/2017,103807,1,LEC,LEC,N,25,1,1,AUR
01/01/2017,103807,1,LEC,LEC,N,25,1,1,LEC
01/01/2017,103807,1,LEC,LEC,N,25,1,1,TUT
01/01/2017,103808,1,LEC,LEC,N,25,1,1,AUR
01/01/2017,103808,1,LEC,LEC,N,25,1,1,LEC
01/01/2017,103808,1,LEC,LEC,N,25,1,1,TUT
01/01/2017,103826,1,SEM,,N,25,2,1,SEM
01/01/2017,103827,1,SEM,,N,0,2,1,SEM
01/01/2017,103828,1,LEC,LEC,N,60,1,1,LEC
01/01/2017,103828,2,LEC,,N,60,1,1,LEC
01/01/2017,103832,1,WRK,WRK,N,20,1,1,WRK
01/01/2017,103833,1,WRK,WRK,N,20,1,1,WRK
01/01/2017,103834,1,WRK,WRK,N,20,1,1,WRK
01/01/2017,103835,1,WRK,WRK,N,20,1,1,WRK
01/01/2017,103837,1,SEM,SEM,N,25,3,5,SEM
01/01/2017,103838,1,SEM,SEM,N,25,3,5,SEM
01/01/2017,103853,1,THE,,N,1,1,1,THE
01/01/2017,103854,1,THE,,N,1,1,1,THE
01/01/2017,103856,1,SEM,,N,15,3,1,SEM
01/01/2017,103857,1,SEM,,N,15,3,1,SEM
01/01/2017,103868,1,PJT,,N,15,1,1,PJT
01/01/2017,103869,1,PJT,,N,15,1,1,PJT
01/01/2017,103870,1,PJT,,N,15,1,1,PJT
01/01/2017,103890,1,LEC,,Y,20,2,3,LEC
01/01/2017,103891,1,LEC,,N,20,3,1,PRA
01/01/2017,103891,1,LEC,,Y,20,2,2,LEC
01/01/2017,103893,1,THE,,N,100,0,1,THE
01/01/2017,103898,1,IND,,Y,45,0,1,IND
01/01/2017,103899,1,IND,,N,45,0,1,IND
01/01/2017,103902,1,IND,IND,N,10,0,1,IND
01/01/2017,103902,2,IND,,N,10,0,1,IND
01/01/2017,103907,1,THE,,N,100,0,1,THE
01/01/2017,103909,1,THE,,N,100,0,1,THE
01/01/2017,103910,1,LEC,,Y,25,3,2,LEC
01/01/2017,103911,1,THE,,N,100,0,1,THE
01/01/2017,103919,1,THE,,N,100,0,1,THE
01/01/2017,103920,1,THE,,N,100,0,1,THE
01/01/2017,103921,1,THE,,N,100,0,1,THE
01/01/2017,103926,1,THE,,N,100,0,1,THE
01/01/2017,103927,1,THE,,N,100,0,1,THE
01/01/2017,103931,1,THE,,N,100,0,1,THE
01/01/2017,103933,1,THE,,N,100,0,1,THE
01/01/2017,103940,1,LEC,,Y,30,0,1,LEC
01/01/2017,103941,1,LEC,,Y,30,0,1,LEC
01/01/2017,103947,1,COM,,N,9,1.5,1,PRA
01/01/2017,103947,1,COM,,N,10,1,1,COM
01/01/2017,103947,1,COM,,N,12,2,1,LAB
01/01/2017,103947,1,COM,,Y,50,2,2,LEC
01/01/2017,103950,1,LEC,,Y,35,0,1,LEC
01/01/2017,103951,1,LEC,,Y,35,0,1,LEC
01/01/2017,103952,1,THE,,N,100,0,1,THE
01/01/2017,103957,1,LEC,,N,10,2,1,TUT
01/01/2017,103957,1,LEC,,Y,10,2,1,LEC
01/01/2017,103958,1,THE,,N,100,0,1,THE
01/01/2017,103959,1,LEC,,Y,50,5,1,LEC
01/01/2017,103960,1,IND,IND,N,0,0,1,IND
01/01/2017,103961,1,LEC,,N,40,1,1,TUT
01/01/2017,103961,1,LEC,,N,50,2,2,SGD
01/01/2017,103961,1,LEC,,Y,200,1,3,LEC
01/01/2017,103961,2,LEC,,N,40,1,1,TUT
01/01/2017,103961,2,LEC,,N,50,2,2,SGD
01/01/2017,103961,2,LEC,,Y,200,1,3,LEC
01/01/2017,103962,1,LEC,,Y,50,2,2,LEC
01/01/2017,103962,2,LEC,,Y,50,2,2,LEC
01/01/2017,103963,1,LEC,,Y,300,1,3,LEC
01/01/2017,103963,2,LEC,,Y,300,1,3,LEC
01/01/2017,103964,1,LEC,,N,60,2,1,PRA
01/01/2017,103964,1,LEC,,Y,220,1,2,LEC
01/01/2017,103964,2,LEC,,N,60,2,1,PRA
01/01/2017,103964,2,LEC,,Y,220,1,2,LEC
01/01/2017,103965,1,LEC,,N,95,2,1,PRA
01/01/2017,103965,1,LEC,,N,95,2,1,SGD
01/01/2017,103965,1,LEC,,Y,95,1,3,LEC
01/01/2017,103966,1,LEC,LEC,Y,185,2,2,LEC
01/01/2017,103966,2,LEC,,Y,185,2,2,LEC
01/01/2017,103967,1,LEC,TUT,N,60,1,1,TUT
01/01/2017,103967,1,LEC,TUT,Y,200,1,3,LEC
01/01/2017,103967,2,LEC,,N,60,1,1,TUT
01/01/2017,103967,2,LEC,,Y,200,1,3,LEC
01/01/2017,103969,1,LEC,LEC,N,45,1,1,TUT
01/01/2017,103969,1,LEC,LEC,Y,340,1,3,LEC
01/01/2017,103969,2,LEC,,N,45,1,1,TUT
01/01/2017,103969,2,LEC,,Y,340,1,3,LEC
01/01/2017,103970,1,LEC,,N,40,1,1,SGD
01/01/2017,103970,1,LEC,,N,70,4,1,FLD
01/01/2017,103970,1,LEC,,Y,70,2,2,LEC
01/01/2017,103970,2,LEC,,N,40,1,1,SGD
01/01/2017,103970,2,LEC,,N,70,4,1,FLD
01/01/2017,103970,2,LEC,,Y,70,2,2,LEC
01/01/2017,103971,1,SGD,SGD,N,60,3,1,COM
01/01/2017,103971,1,SGD,SGD,N,60,3,1,SGD
01/01/2017,103971,1,SGD,SGD,Y,300,2,2,LEC
01/01/2017,103971,3,SGD,,N,60,3,1,COM
01/01/2017,103971,3,SGD,,N,60,3,1,SGD
01/01/2017,103971,3,SGD,,Y,300,2,2,LEC
01/01/2017,103972,1,LEC,TUT,N,36,3,1,PRA
01/01/2017,103972,1,LEC,TUT,N,50,1,1,TUT
01/01/2017,103972,1,LEC,TUT,Y,400,1,5,LEC
01/01/2017,103972,2,LEC,,N,36,3,1,PRA
01/01/2017,103972,2,LEC,,N,50,1,1,TUT
01/01/2017,103972,2,LEC,,Y,400,1,5,LEC
01/01/2017,103974,1,LEC,,N,10,2,1,TUT
01/01/2017,103974,1,LEC,,Y,10,2,1,LEC
01/01/2017,103976,1,LEC,,N,8,3,1,PRA
01/01/2017,103976,1,LEC,,Y,10,2,2,LEC
01/01/2017,103978,1,LEC,,Y,10,2,2,LEC
01/01/2017,103981,1,LEC,LEC,N,30,1,1,SEM
01/01/2017,103981,1,LEC,LEC,N,30,3,1,PRA
01/01/2017,103981,1,LEC,LEC,Y,30,1,1,TUT
01/01/2017,103981,1,LEC,LEC,Y,30,1,4,LEC
01/01/2017,103981,2,LEC,,N,30,1,1,SEM
01/01/2017,103981,2,LEC,,N,30,3,1,PRA
01/01/2017,103981,2,LEC,,Y,30,1,1,TUT
01/01/2017,103981,2,LEC,,Y,30,1,4,LEC
01/01/2017,103982,1,LEC,,N,70,2,1,PRA
01/01/2017,103982,1,LEC,,Y,280,1,2,LEC
01/01/2017,103982,2,LEC,,N,70,2,1,PRA
01/01/2017,103982,2,LEC,,Y,280,1,2,LEC
01/01/2017,103984,1,LEC,LEC,N,20,1,2,TUT
01/01/2017,103984,1,LEC,LEC,N,20,8,4,LEC
01/01/2017,103997,1,IND,,N,20,0,1,IND
01/01/2017,103998,1,LEC,,N,60,1,1,TUT
01/01/2017,103998,1,LEC,,N,60,3,2,PRA
01/01/2017,103998,1,LEC,,Y,60,2,1,LEC
01/01/2017,104003,1,LEC,,N,10,1,1,TUT
01/01/2017,104003,1,LEC,,N,10,3,1,PRA
01/01/2017,104003,1,LEC,,Y,10,1,3,LEC
01/01/2017,104006,1,LEC,,N,100,3,1,PRA
01/01/2017,104006,1,LEC,,Y,200,1,3,LEC
01/01/2017,104006,2,LEC,,N,100,3,1,PRA
01/01/2017,104006,2,LEC,,Y,200,1,3,LEC
01/01/2017,104035,1,LEC,,N,30,1,1,TUT
01/01/2017,104035,1,LEC,,Y,70,2,1,LEC
01/01/2017,104065,1,LEC,,N,22,1,1,TUT
01/01/2017,104065,1,LEC,,N,330,2,1,LEC
01/01/2017,104067,1,LEC,,N,30,2,1,WRK
01/01/2017,104067,1,LEC,,N,330,1,1,LEC
01/01/2017,104070,1,SEM,SEM,N,20,6,5,SEM
01/01/2017,104080,1,LEC,,Y,50,2,1,LEC
01/01/2017,104081,1,LEC,,N,50,2,1,LEC
01/01/2017,104082,1,PJT,,N,15,1,3,PJT
01/01/2017,104083,1,PJT,,N,15,1,3,PJT
01/01/2017,104084,1,SEM,,N,15,3,1,SEM
01/01/2017,104085,1,SEM,,N,10,3,1,SEM
01/01/2017,104087,1,DST,,N,20,0,1,DST
01/01/2017,104089,1,WRK,,N,20,0,1,WRK
01/01/2017,104090,1,DST,,N,10,0,1,DST
01/01/2017,104091,1,DST,,N,10,0,1,DST
01/01/2017,104097,1,TUT,,N,20,1,1,SGD
01/01/2017,104097,1,TUT,,N,40,2,1,PRA
01/01/2017,104097,1,TUT,,N,110,3,2,LEC
01/01/2017,104097,1,TUT,,Y,20,1,1,TUT
01/01/2017,104098,1,TUT,,N,20,1,1,SGD
01/01/2017,104098,1,TUT,,N,60,2,1,PRA
01/01/2017,104098,1,TUT,,N,60,3,2,LEC
01/01/2017,104098,1,TUT,,Y,20,1,1,TUT
01/01/2017,104099,1,LEC,,N,40,1,1,TUT
01/01/2017,104099,1,LEC,,N,40,4,10,PRA
01/01/2017,104099,1,LEC,,Y,120,2,2,LEC
01/01/2017,104100,1,PRA,,N,10,0,1,PRA
01/01/2017,104101,1,LEC,,N,20,4,10,PRA
01/01/2017,104101,1,LEC,,N,40,1,1,TUT
01/01/2017,104101,1,LEC,,Y,40,2,2,LEC
01/01/2017,104108,1,PJT,,N,10,1,1,PJT
01/01/2017,104109,1,PJT,,Y,10,1,1,PJT
01/01/2017,104110,1,IND,,N,250,0,1,IND
01/01/2017,104111,1,LEC,,Y,5,1,3,LEC
01/01/2017,104112,1,LEC,,N,5,1,3,LEC
01/01/2017,104113,1,LEC,,Y,5,1,3,LEC
01/01/2017,104114,1,LEC,,Y,5,1,3,LEC
01/01/2017,104115,1,LEC,,N,20,1,2,TUT
01/01/2017,104115,1,LEC,,N,65,2,1,LEC
01/01/2017,104116,1,LEC,,N,20,1,2,TUT
01/01/2017,104116,1,LEC,,N,40,1,1,LEC
01/01/2017,104127,1,SEM,SEM,N,0,7,1,SEM
01/01/2017,104128,1,WRK,WRK,N,10,3,1,WRK
01/01/2017,104129,1,SEM,SEM,N,0,7,6,SEM
01/01/2017,104130,1,SEM,SEM,N,20,1,1,LEC
01/01/2017,104130,1,SEM,SEM,N,20,2,1,TUT
01/01/2017,104130,1,SEM,SEM,N,30,3,1,SEM
01/01/2017,104131,1,SEM,SEM,N,10,6,1,SEM
01/01/2017,104138,1,SEM,SEM,N,50,6,3,SEM
01/01/2017,104139,1,LEC,,Y,20,8,2,LEC
01/01/2017,104140,1,IND,,N,20,0,1,IND
01/01/2017,104141,1,IND,,N,20,0,1,IND
01/01/2017,104142,1,IND,,N,20,0,1,IND
01/01/2017,104143,1,IND,,N,20,0,1,IND
01/01/2017,104144,1,IND,,N,20,0,1,IND
01/01/2017,104145,1,IND,,N,20,0,1,IND
01/01/2017,104153,1,WRK,,N,10,0,1,WRK
01/01/2017,104154,1,WRK,,N,10,1,1,WRK
01/01/2017,104167,1,IND,,N,30,1,1,IND
01/01/2017,104186,1,IND,,N,2,0,1,IND
01/01/2017,104187,1,LEC,,Y,20,0.5,1,LEC
01/01/2017,104203,1,PJT,,N,0,10,1,PJT
01/01/2017,104207,1,PJT,,N,5,1,1,PJT
01/01/2017,104209,1,LEC,,N,90,2,1,TUT
01/01/2017,104209,1,LEC,,Y,90,1,2,LEC
01/01/2017,104213,1,PJT,,N,10,1,1,PJT
01/01/2017,104223,1,LEC,,N,5,2,1,LEC
01/01/2017,104224,1,LEC,,N,5,2,1,LEC
01/01/2017,104224,1,LEC,,N,5,8,1,SEM
01/01/2017,104226,1,THE,,N,100,0,1,THE
01/01/2017,104227,1,DST,DST,N,20,0,1,DST
01/01/2017,104229,1,LEC,TUT,N,20,1,1,TUT
01/01/2017,104229,1,LEC,TUT,Y,280,2,1,LEC
01/01/2017,104229,2,LEC,,N,20,1,1,TUT
01/01/2017,104229,2,LEC,,Y,280,2,1,LEC
01/01/2017,104230,1,LEC,WRK,N,32,2,1,WRK
01/01/2017,104230,1,LEC,WRK,Y,280,2,2,LEC
01/01/2017,104230,2,LEC,,N,32,2,1,WRK
01/01/2017,104230,2,LEC,,Y,280,2,2,LEC
01/01/2017,104231,1,LEC,TUT,N,25,1.5,2,TUT
01/01/2017,104231,1,LEC,TUT,Y,230,2,2,LEC
01/01/2017,104231,2,LEC,,N,25,1.5,2,TUT
01/01/2017,104231,2,LEC,,Y,230,2,2,LEC
01/01/2017,104232,1,LEC,WRK,N,20,1,2,WRK
01/01/2017,104232,1,LEC,WRK,Y,270,2,1,LEC
01/01/2017,104232,2,LEC,,N,20,1,2,WRK
01/01/2017,104232,2,LEC,,Y,270,2,1,LEC
01/01/2017,104233,1,LEC,TUT,N,25,1,2,TUT
01/01/2017,104233,1,LEC,TUT,Y,200,2,3,LEC
01/01/2017,104233,2,LEC,,N,25,1,2,TUT
01/01/2017,104233,2,LEC,,Y,200,2,3,LEC
01/01/2017,104234,1,LEC,TUT,N,25,1,2,TUT
01/01/2017,104234,1,LEC,TUT,Y,160,2,1,LEC
01/01/2017,104235,1,LEC,TUT,N,25,1.5,2,TUT
01/01/2017,104235,1,LEC,TUT,Y,300,1.5,1,LEC
01/01/2017,104235,2,LEC,,N,25,1.5,2,TUT
01/01/2017,104235,2,LEC,,Y,300,1.5,1,LEC
01/01/2017,104237,1,LEC,TUT,N,25,1.5,2,TUT
01/01/2017,104237,1,LEC,TUT,Y,240,1.5,2,LEC
01/01/2017,104237,2,LEC,,N,25,1.5,2,TUT
01/01/2017,104237,2,LEC,,Y,240,1.5,2,LEC
01/01/2017,104238,1,LEC,TUT,N,25,1,1,TUT
01/01/2017,104238,1,LEC,TUT,Y,100,2,2,LEC
01/01/2017,104238,2,LEC,,N,25,1,1,TUT
01/01/2017,104238,2,LEC,,Y,100,2,2,LEC
01/01/2017,104239,1,LEC,TUT,N,20,1,2,TUT
01/01/2017,104239,1,LEC,TUT,Y,140,2,2,LEC
01/01/2017,104239,2,LEC,,N,20,1,2,TUT
01/01/2017,104239,2,LEC,,Y,140,2,2,LEC
01/01/2017,104241,1,LEC,TUT,N,25,2,1,TUT
01/01/2017,104241,1,LEC,TUT,Y,280,2,1,LEC
01/01/2017,104241,2,LEC,,N,25,2,1,TUT
01/01/2017,104241,2,LEC,,Y,280,2,1,LEC
01/01/2017,104242,1,LEC,,N,25,2,1,TUT
01/01/2017,104242,1,LEC,,Y,280,2,1,LEC
01/01/2017,104243,1,LEC,LEC,Y,60,3,1,LEC
01/01/2017,104243,2,LEC,,Y,60,3,1,LEC
01/01/2017,104244,1,LEC,TUT,N,18,1,2,TUT
01/01/2017,104244,1,LEC,TUT,Y,300,2,1,LEC
01/01/2017,104245,1,LEC,TUT,N,25,1,2,TUT
01/01/2017,104245,1,LEC,TUT,Y,250,2,2,LEC
01/01/2017,104246,1,LEC,TUT,N,25,1,2,TUT
01/01/2017,104246,1,LEC,TUT,Y,260,2,2,LEC
01/01/2017,104247,1,LEC,TUT,N,25,1,2,TUT
01/01/2017,104247,1,LEC,TUT,Y,170,2,1,LEC
01/01/2017,104248,1,LEC,TUT,N,25,1,2,TUT
01/01/2017,104248,1,LEC,TUT,Y,270,2,1,LEC
01/01/2017,104252,1,LEC,TUT,N,25,1,1,TUT
01/01/2017,104252,1,LEC,TUT,Y,250,2,1,LEC
01/01/2017,104252,2,LEC,LEC,N,25,1,1,TUT
01/01/2017,104252,2,LEC,LEC,Y,250,2,1,LEC
01/01/2017,104252,3,LEC,,N,25,1,1,TUT
01/01/2017,104252,3,LEC,,Y,250,2,1,LEC
01/01/2017,104253,1,LEC,TUT,N,25,1,2,TUT
01/01/2017,104253,1,LEC,TUT,Y,280,2,1,LEC
01/01/2017,104253,2,LEC,,N,25,1,2,TUT
01/01/2017,104253,2,LEC,,Y,280,2,1,LEC
01/01/2017,104253,3,LEC,,N,25,1,2,TUT
01/01/2017,104253,3,LEC,,Y,280,2,1,LEC
01/01/2017,104254,1,LEC,TUT,N,22,1,2,TUT
01/01/2017,104254,1,LEC,TUT,Y,235,2,2,LEC
01/01/2017,104254,2,LEC,,N,22,1,2,TUT
01/01/2017,104254,2,LEC,,Y,235,2,2,LEC
01/01/2017,104254,3,LEC,,N,22,1,2,TUT
01/01/2017,104254,3,LEC,,Y,235,2,2,LEC
01/01/2017,104255,1,LEC,TUT,N,25,1.5,1,TUT
01/01/2017,104255,1,LEC,TUT,Y,200,1.5,1,LEC
01/01/2017,104255,2,LEC,,N,25,1.5,1,TUT
01/01/2017,104255,2,LEC,,Y,200,1.5,1,LEC
01/01/2017,104255,3,LEC,,N,25,1.5,1,TUT
01/01/2017,104255,3,LEC,,Y,200,1.5,1,LEC
01/01/2017,104256,1,LEC,TUT,N,20,1,1,TUT
01/01/2017,104256,1,LEC,TUT,Y,150,2,2,LEC
01/01/2017,104256,2,LEC,,N,20,1,1,TUT
01/01/2017,104256,2,LEC,,Y,150,2,2,LEC
01/01/2017,104257,1,LEC,TUT,N,22,1,1,TUT
01/01/2017,104257,1,LEC,TUT,Y,220,2,1,LEC
01/01/2017,104257,2,LEC,,N,22,1,1,TUT
01/01/2017,104257,2,LEC,,Y,220,2,1,LEC
01/01/2017,104263,1,LEC,,N,20,1,1,TUT
01/01/2017,104263,1,LEC,,N,40,1,3,WRK
01/01/2017,104263,1,LEC,,N,40,3,2,PRA
01/01/2017,104263,1,LEC,,Y,45,1,3,LEC
01/01/2017,104264,1,LEC,,N,14,1,1,TUT
01/01/2017,104264,1,LEC,,N,20,3,1,PRA
01/01/2017,104264,1,LEC,,Y,40,1,3,LEC
01/01/2017,104265,1,LEC,,N,20,1,1,WRK
01/01/2017,104265,1,LEC,,N,40,3,1,PRA
01/01/2017,104265,1,LEC,,Y,40,1,3,LEC
01/01/2017,104266,1,LEC,,N,10,1,1,WRK
01/01/2017,104266,1,LEC,,N,10,3,1,PRA
01/01/2017,104266,1,LEC,,Y,10,1,3,LEC
01/01/2017,104267,1,LEC,,N,40,1,1,WRK
01/01/2017,104267,1,LEC,,N,40,3,1,PRA
01/01/2017,104267,1,LEC,,Y,40,1,3,LEC
01/01/2017,104268,1,LEC,,N,10,1,1,WRK
01/01/2017,104268,1,LEC,,N,10,3,1,PRA
01/01/2017,104268,1,LEC,,Y,10,1,3,LEC
01/01/2017,104269,1,LEC,,N,40,1,1,WRK
01/01/2017,104269,1,LEC,,N,40,3,1,PRA
01/01/2017,104269,1,LEC,,Y,30,1,3,LEC
01/01/2017,104270,1,LEC,,N,20,3,1,PRA
01/01/2017,104270,1,LEC,,N,40,1,1,WRK
01/01/2017,104270,1,LEC,,Y,30,1,3,LEC
01/01/2017,104271,1,LEC,,N,20,1,1,LAB
01/01/2017,104271,1,LEC,,N,20,1,1,TUT
01/01/2017,104271,1,LEC,,Y,60,1,3,LEC
01/01/2017,104272,1,LEC,TUT,N,50,2,1,TUT
01/01/2017,104272,1,LEC,TUT,N,100,1,1,LEC
01/01/2017,104276,1,LEC,,N,20,1,1,TUT
01/01/2017,104276,1,LEC,,Y,160,1,3,LEC
01/01/2017,104277,1,LEC,,N,20,1,1,TUT
01/01/2017,104277,1,LEC,,Y,160,1,3,LEC
01/01/2017,104278,1,LEC,,N,20,1,1,TUT
01/01/2017,104278,1,LEC,,Y,30,1,3,LEC
01/01/2017,104279,1,LEC,,N,15,1,1,TUT
01/01/2017,104279,1,LEC,,Y,30,1,3,LEC
01/01/2017,104280,1,TUT,,N,20,2,1,TUT
01/01/2017,104281,1,TUT,,N,20,2,1,TUT
01/01/2017,104282,1,LEC,,N,20,2,1,TUT
01/01/2017,104282,1,LEC,,Y,220,1,2,LEC
01/01/2017,104283,1,LEC,,N,20,2,1,TUT
01/01/2017,104283,1,LEC,,Y,140,1,2,LEC
01/01/2017,104286,1,LEC,,N,20,1,1,TUT
01/01/2017,104286,1,LEC,,Y,150,1,3,LEC
01/01/2017,104287,1,LEC,,N,20,1,1,TUT
01/01/2017,104287,1,LEC,,Y,150,1,3,LEC
01/01/2017,104290,1,LEC,,N,25,1,1,TUT
01/01/2017,104290,1,LEC,,Y,45,1,3,LEC
01/01/2017,104291,1,LEC,,N,25,1,1,TUT
01/01/2017,104291,1,LEC,,Y,50,1,3,LEC
01/01/2017,104292,1,LEC,,N,20,4,1,PRA
01/01/2017,104292,1,LEC,,N,220,1,1,TUT
01/01/2017,104292,1,LEC,,Y,220,1,3,LEC
01/01/2017,104293,1,LEC,LEC,N,20,4,2,PRA
01/01/2017,104293,1,LEC,LEC,Y,290,1,3,LEC
01/01/2017,104296,1,LEC,,N,15,1,1,TUT
01/01/2017,104296,1,LEC,,Y,15,1,3,LEC
01/01/2017,104297,1,LEC,,N,15,1,1,TUT
01/01/2017,104297,1,LEC,,Y,15,1,3,LEC
01/01/2017,104300,1,LEC,,N,60,3,1,PRA
01/01/2017,104300,1,LEC,,Y,120,1,2,LEC
01/01/2017,104301,1,LEC,,N,65,3,2,PRA
01/01/2017,104301,1,LEC,,Y,130,1,3,LEC
01/01/2017,104302,1,LEC,,N,25,8,1,FLD
01/01/2017,104302,1,LEC,,N,60,3,1,PRA
01/01/2017,104302,1,LEC,,Y,120,1,2,LEC
01/01/2017,104303,1,LEC,,N,60,3,1,PRA
01/01/2017,104303,1,LEC,,Y,120,1,3,LEC
01/01/2017,104304,1,LEC,,N,65,4,1,PRA
01/01/2017,104304,1,LEC,,Y,130,1,3,LEC
01/01/2017,104306,1,LEC,,N,15,1,1,TUT
01/01/2017,104306,1,LEC,,N,15,1,2,LEC
01/01/2017,104307,1,LEC,,N,90,3,1,PRA
01/01/2017,104307,1,LEC,,N,180,1,3,LEC
01/01/2017,104308,1,LEC,,N,70,4,1,PRA
01/01/2017,104308,1,LEC,,N,70,8,2,FLD
01/01/2017,104308,1,LEC,,N,140,1,3,LEC
01/01/2017,104309,1,LEC,,N,110,2,1,TUT
01/01/2017,104309,1,LEC,,N,110,4,2,PRA
01/01/2017,104309,1,LEC,,Y,110,1,2,LEC
01/01/2017,104309,2,LEC,,N,110,2,1,TUT
01/01/2017,104309,2,LEC,,N,110,4,2,PRA
01/01/2017,104309,2,LEC,,Y,110,1,2,LEC
01/01/2017,104310,1,LEC,,N,60,3,3,PRA
01/01/2017,104310,1,LEC,,N,60,8,1,FLD
01/01/2017,104310,1,LEC,,Y,60,1,2,LEC
01/01/2017,104311,1,LEC,,N,30,1,1,TUT
01/01/2017,104311,1,LEC,,N,50,5,1,PRA
01/01/2017,104311,1,LEC,,Y,150,1,3,LEC
01/01/2017,104312,1,LEC,,N,20,1,2,TUT
01/01/2017,104312,1,LEC,,N,20,5,1,PRA
01/01/2017,104312,1,LEC,,Y,20,1,3,LEC
01/01/2017,104313,1,LEC,,N,20,1,2,TUT
01/01/2017,104313,1,LEC,,N,20,5,1,PRA
01/01/2017,104313,1,LEC,,Y,20,1,3,LEC
01/01/2017,104314,1,LEC,,N,20,1,2,TUT
01/01/2017,104314,1,LEC,,N,20,5,1,PRA
01/01/2017,104314,1,LEC,,Y,20,1,3,LEC
01/01/2017,104315,1,LEC,,N,25,5,1,PRA
01/01/2017,104315,1,LEC,,N,30,1,1,TUT
01/01/2017,104315,1,LEC,,Y,100,1,3,LEC
01/01/2017,104316,1,LEC,,N,20,1,2,TUT
01/01/2017,104316,1,LEC,,N,20,5,1,PRA
01/01/2017,104316,1,LEC,,Y,20,1,3,LEC
01/01/2017,104317,1,LEC,,N,20,1,2,TUT
01/01/2017,104317,1,LEC,,N,20,5,1,PRA
01/01/2017,104317,1,LEC,,Y,20,1,3,LEC
01/01/2017,104318,1,LEC,,N,20,1,2,TUT
01/01/2017,104318,1,LEC,,N,20,5,1,PRA
01/01/2017,104318,1,LEC,,Y,20,1,3,LEC
01/01/2017,104319,1,LEC,,N,40,5,1,PRA
01/01/2017,104319,1,LEC,,N,50,1,1,TUT
01/01/2017,104319,1,LEC,,Y,140,1,3,LEC
01/01/2017,104320,1,LEC,,N,40,5,1,PRA
01/01/2017,104320,1,LEC,,N,50,1,1,TUT
01/01/2017,104320,1,LEC,,Y,100,1,3,LEC
01/01/2017,104324,1,LEC,,N,25,1,2,WRK
01/01/2017,104324,1,LEC,,Y,50,1,4,LEC
01/01/2017,104324,2,LEC,,N,25,1,2,WRK
01/01/2017,104324,2,LEC,,Y,50,1,4,LEC
01/01/2017,104325,1,PAP,,Y,40,0,1,PAP
01/01/2017,104330,1,LEC,,N,90,1,1,TUT
01/01/2017,104330,1,LEC,,N,90,3,2,PRA
01/01/2017,104330,1,LEC,,Y,90,3,1,LEC
01/01/2017,104331,1,LEC,,N,20,2,1,TUT
01/01/2017,104331,1,LEC,,N,40,2,2,PRA
01/01/2017,104331,1,LEC,,Y,85,2,1,LEC
01/01/2017,104331,2,LEC,,N,20,2,1,TUT
01/01/2017,104331,2,LEC,,N,40,2,2,PRA
01/01/2017,104331,2,LEC,,Y,85,2,1,LEC
01/01/2017,104332,1,LEC,,N,40,3,2,PRA
01/01/2017,104332,1,LEC,,Y,120,3,1,LEC
01/01/2017,104333,1,LEC,,N,35,8,2,FLD
01/01/2017,104333,1,LEC,,N,36,1,2,TUT
01/01/2017,104333,1,LEC,,Y,72,3,2,LEC
01/01/2017,104336,1,LEC,,N,25,4,1,PRA
01/01/2017,104336,1,LEC,,Y,25,2,1,LEC
01/01/2017,104337,1,LEC,,N,25,4,1,PRA
01/01/2017,104337,1,LEC,,Y,25,2,1,LEC
01/01/2017,104338,1,LEC,,N,15,1,1,TUT
01/01/2017,104338,1,LEC,,N,70,4,2,PRA
01/01/2017,104338,1,LEC,,Y,70,2,2,LEC
01/01/2017,104340,1,LEC,,N,40,1,1,TUT
01/01/2017,104340,1,LEC,,N,40,4,1,PRA
01/01/2017,104340,1,LEC,,Y,40,2,2,LEC
01/01/2017,104341,1,LEC,,N,24,4,1,PRA
01/01/2017,104341,1,LEC,,Y,40,2,1,LEC
01/01/2017,104349,1,LEC,,N,40,4,1,PRA
01/01/2017,104349,1,LEC,,Y,40,1,2,LEC
01/01/2017,104350,1,LEC,,N,48,4,1,PRA
01/01/2017,104350,1,LEC,,Y,48,2,1,LEC
01/01/2017,104362,1,THE,,N,100,0,1,THE
01/01/2017,104363,1,LEC,,N,30,1,1,WRK
01/01/2017,104363,1,LEC,,N,30,4,1,PRA
01/01/2017,104363,1,LEC,,Y,80,1,3,LEC
01/01/2017,104364,1,LEC,,N,30,1,1,WRK
01/01/2017,104364,1,LEC,,N,30,4,1,PRA
01/01/2017,104364,1,LEC,,Y,50,1,4,LEC
01/01/2017,104365,1,LEC,,N,20,1,1,WRK
01/01/2017,104365,1,LEC,,N,20,4,1,PRA
01/01/2017,104365,1,LEC,,Y,5,1,4,LEC
